1,Ort (260$a),Jahr (260$c),"Quellenart, Umfang (300$a)",Format (300$c),Quellentyp (593$a),Zusätzl. Bemerkung (500$a),Lit. Fest (657$a)
850607331,,,1 score,235x330 mm.,,partitura,
850607335,,[1801-1900],,240x325 mm.,,partitura,
850607339,,,1 score,105x275 mm.,,partitura,
850607340,,,1 score,105x275 mm.,,partitura,
850607341,,,1 score,105x275 mm.,,partitura,
850607342,,,1 score,105x275 mm.,,partitura,
850607343,,,1 score,105x275 mm.,,partitura,
850607344,,,1 score,105x275 mm.,,partitura,
850607345,,,1 score,105x275 mm.,,partitura,
850607346,,,1 score,165x225 mm.,,partitura,
850607347,,,1 score,165x225 mm.,,partitura,
850607348,,,1 score,165x225 mm.,,partitura,
850607361,,[1811-1840],,230x320 mm,,partitura,
850607362,,[1811-1840],,230x315 mm,,partitura,
850607371,,[1811-1840],,230x320 mm.,,partitura,
850607378,,[1811-1840],,235x330 mm.,,partitura,
850607379,,[1811-1840],,,,partitura,
850607386,,[1841-1860],,230x320 mm,,partitura,
850607387,,[1841-1860],score,240x330 mm.,,partitura,
850607405,,[1791-1800],,210x290 mm,,partitura,
850607414,,[1811-1840],,,,partitura,
850607415,,[1811-1840],,225x315 mm.,,partitura,
850607416,,[1811-1840],,225x300 mm,,partitura,
850607420,,[1811-1840],,225x315 mm,,partitura,
850607491,,[1801-1900],,240x320 mm,,partitura,
850607495,,[1701-1800],,225x300 mm.,,partitura,
850607496,,[1801-1900],1 score,235x330 mm,,partitura,
850607497,,,1 score,235x330 mm,,partitura,
850607498,,,1 score,235x330 mm,,partitura,
850607499,,,1 score,235x330 mm.,,partitura,
850607500,,,1 score,235x330 mm,,partitura,
850607501,,,1 score,235x330 mm,,partitura,
850607502,,,1 score,235x330 mm.,,partitura,
850607503,,,1 score,235x330 mm.,,partitura,
850607505,,[1811-1840],,235x330 mm,,partitura,
850607507,,[1701-1800],,160x235 mm,,partitura,
850607510,Ostiglia ,16 gennaio del 1815,,235x330 mm,,partitura,
850607511,,,1 score,105x275 mm.,,partitura,
850607512,,,1 score,105x275 mm.,,partitura,
850607513,,,1 score,105x275 mm.,,partitura,
850607514,,,1 score,105x275 mm.,,partitura,
850607515,,,1 score,105x275 mm.,,partitura,
850607516,,,1 score,105x275 mm.,,partitura,
850607517,,,1 score,105x275 mm.,,partitura,
850607518,,,1 score,105x275 mm.,,partitura,
850607519,,,1 score,105x275 mm.,,partitura,
850607520,,,1 score,105x275 mm.,,partitura,
850607521,,,1 score,105x275 mm.,,partitura,
850607569,,[1791-1800],,210x290 mm,,partitura,
850607671,,[1811-1840],1 score,240x320 mm,,partitura,
850607672,,[1801-1900],1 score,230x325 mm.,,partitura,
850607673,,[1811-1840],,225x315 mm,,partitura,
850607674,,[1811-1840],,330x230 mm,,partitura,
850607675,,[1801-1900],,240x325 mm,,partitura,
850607677,,[1811-1840],,230x310 mm.,,partitura,
850607678,,[1801-1900],,230x305 mm.,,partitura,
850607683,,,1 score,105x275 mm.,,partitura,
850607684,,,1 score,105x275 mm.,,partitura,
850607685,,,1 score,105x275 mm.,,partitura,
850607686,,,1 score,105x275 mm.,,partitura,
850607687,,,1 score,105x275 mm.,,partitura,
850607688,,,1 score,105x275 mm.,,partitura,
850607689,,,1 score,105x275 mm.,,partitura,
850607690,,,1 score,105x275 mm.,,partitura,
850607702,,1835,,225x315 mm,,partitura,
850607707,,[1811-1840],,230x315 mm.,,partitura,
850607714,,[1811-1840],,225x305 mm,,partitura,
850607725,,1809,score,225x295 mm,,partitura,
850607741,,[1791-1800],,230x290 mm,,partitura,
850607778,,[1811-1840],,215x310 mm.,,partitura,
850607782,,[1811-1840],1 score,220x310 mm,,partitura,
850607833,,[1791-1810],1 score,235x330 mm.,,partitura,
850607843,,[1801-1900],,240x330 mm.,,partitura,
850607844,,[1801-1900],,245x340 mm,,partitura,
850607845,,[1701-1800],,225x315 mm,,partitura,
850607846,,[1801-1810],,220x300 mm,,partitura,
850607853,,,1 score,105x275 mm.,,partitura,
850607854,,,1 score,105x275 mm.,,partitura,
850607855,,,1 score,105x275 mm.,,partitura,
850607856,,,1 score,105x275 mm.,,partitura,
850607857,,,1 score,105x275 mm.,,partitura,
850607858,,,1 score,105x275 mm.,,partitura,
850607859,,,1 score,105x275 mm.,,partitura,
850607860,,,1 score,225x310 mm,,partitura,
850607861,,,1 score,225x310 mm,,partitura,
850607866,,[1811-1840],,225x320 mm,,partitura,
850607873,,[1811-1840],1 score,230x315 mm.,,partitura,
850607876,,[1811-1840],,225x310 mm.,,partitura,
850607877,,[1811-1840],,310x220 mm.,,partitura,
850607913,,[1791-1800],,230x300 mm,,partitura,
850607949,,[1801-1900],,315x235 mm.,,partitura,
850607977,,[1791-1810],,230x320 mm.,,partitura,
850607982,,[1811-1840],1 score,235x320 mm.,,partitura,
850607996,,[1811-1840],,220x310 mm.,,partitura,
850607998,,[1801-1900],,260x360 mm.,,partitura,
850607999,,[1801-1900],1 score,260x370 mm.,,partitura,
850608000,,[1801-1900],1 score,235x310 mm,,partitura,
850608002,,,1 score,105x275 mm.,,partitura,
850608003,,,1 score,105x275 mm.,,partitura,
850608004,,,1 score,105x275 mm.,,partitura,
850608005,,,1 score,105x275 mm.,,partitura,
850608006,,,1 score,105x275 mm.,,partitura,
850608007,,,1 score,105x275 mm.,,partitura,
850608008,,,1 score,105x275 mm.,,partitura,
850608009,,,1 score,105x275 mm.,,partitura,
850608010,,,1 score,105x275 mm.,,partitura,
850608011,,,1 score,105x275 mm.,,partitura,
850608012,,,1 score,105x275 mm.,,partitura,
850608013,Ostiglia ,02 marzo del 1815,,225x300 mm,,partitura,
850608016,Ostiglia ,1813-1814,,235x330 mm,,partitura,
850608019,,[1811-1840],,,,partitura,
850608020,,[1811-1840],,230x320 mm,,partitura,
850608021,,[1811-1840],,230x320 mm,,partitura,
850608041,,[1841-1860],,220x315 mm.,,partitura,
850608045,,[1811-1840],1 score,225x300 mm.,,partitura,
850608048,,[1791-1810],1 score,235x330 mm.,,partitura,
850608050,,[1791-1810],1 score,185x260 mm.,,partitura,
850608051,,[1791-1810],1 score,235x320 mm.,,partitura,
850608054,,[1811-1840],,230x320 mm,,partitura,
850608055,,[1811-1840],,230x320 mm,,partitura,
850608067,Napoli ,12 ottobre del 1797,,,,partitura,
850608103,,1810,1 score,220x305 mm,,partitura,
850608104,,[1811-1840],score,250x340 mm,,partitura,
850608105,,[1811-1840],,240x335 mm,,partitura,
850608106,,[1811-1840],1 score,230x320 mm,,partitura,
850608124,,,1 score,225x300 mm.,,partitura,
850608125,,,1 score,225x300 mm.,,partitura,
850608126,,,1 score,225x300 mm.,,partitura,
850608127,,,1 score,225x300 mm,,partitura,
850608132,,[1791-1810],,240x315 mm,,partitura,
850608141,,[1801-1900],,240x325 mm.,,partitura,
850608142,,[1811-1840],,240x335 mm,,partitura,
850608143,,[1811-1840],,230x320 mm,,partitura,
850608145,,[1811-1840],,225x315 mm,,partitura,
850608147,,[1701-1800],,225x320 mm.,,partitura,
850608149,,[1791-1810],,220x310 mm.,,partitura,
850608150,,[1791-1810],,220x310 mm.,,partitura,
850608151,,[1791-1810],,220x310 mm.,,partitura,
850608152,,[1791-1810],,220x310 mm.,,partitura,
850608154,,[1761-1790],1 score,230x325 mm,,partitura,
850608155,,[1701-1800],,190x265 mm,,partitura,
850608156,,,1 score,90x250 mm.,,partitura,
850608157,,,1 score,90x250 mm.,,partitura,
850608158,,,1 score,90x250 mm.,,partitura,
850608159,,,1 score,90x250 mm.,,partitura,
850608160,,,1 score,90x250 mm.,,partitura,
850608161,,,1 score,90x250 mm.,,partitura,
850608162,,,1 score,90x250 mm.,,partitura,
850608163,,,1 score,90x250 mm.,,partitura,
850608171,Mantova,aprile del 1855,,240x335 mm.,,partitura,
850608182,,[1811-1840],,225x315 mm.,,partitura,
850608183,,[1811-1840],,310x220 mm.,,partitura,
850608191,,[1811-1840],1 score,230x300 mm.,,partitura,
850608192,,[1811-1840],,240x330 mm.,,partitura,
850608196,,[1841-1860],1 score,,,partitura,
850608201,,[1811-1840],,235x320 mm,,partitura,
850608202,,,1 score,235x320 mm.,,partitura,
850608203,,,1 score,235x320 mm.,,partitura,
850608204,,,1 score,235x320 mm.,,partitura,
850608205,,,1 score,235x320 mm.,,partitura,
850608206,,,1 score,235x320 mm.,,partitura,
850608207,,,1 score,235x320 mm.,,partitura,
850608208,,,1 score,235x320 mm.,,partitura,
850608209,,[1811-1840],,225x310 mm,,partitura,
850608278,,[1811-1840],,220x285 mm,,partitura,
850608279,,[1701-1800],,230x325 mm,,partitura,
850608280,,[1701-1800],,220x300 mm,,partitura,
850608282,,[1791-1810],,230x330 mm,,partitura,
850608285,,[1701-1800],1 score,230x310 mm,,partitura,
850608286,,[1801-1900],,225x325 mm,,partitura,
850608293,,[1740-1760],,225x300 mm,,partitura,
850608294,,,1 score,225x300 mm.,,partitura,
850608295,,,1 score,225x300 mm.,,partitura,
850608296,,,1 score,225x300 mm.,,partitura,
850608297,,,1 score,225x300 mm.,,partitura,
850608298,,,1 score,225x300 mm.,,partitura,
850608299,,,1 score,225x300 mm.,,partitura,
850608304,,[1841-1860],,235x330 mm,,partitura,
850608305,,[1811-1840],1 score,180x245 mm.,,partitura,
850608307,Mantova ,13 marzo del 1835,,220x305 mm,,partitura,
850608308,Mantova ,14 marzo del 1835,,220x305 mm,,partitura,
850608313,,[1801-1900],,235x320 mm,,partitura,
850608314,,,1 score,235x320 mm.,,partitura,
850608317,,[1701-1800],,240x325 mm.,,partitura,
850608320,,[1791-1810],,220x310 mm.,,partitura,
850608321,,[1791-1810],1 score,225x300 mm.,,partitura,
850608322,,[1811-1840],,225x300 mm,,partitura,
850608323,,,1 score,90x250 mm.,,partitura,
850608324,,,1 score,90x250 mm.,,partitura,
850608325,,,1 score,90x250 mm.,,partitura,
850608326,,,1 score,90x250 mm.,,partitura,
850608327,,,1 score,90x250 mm.,,partitura,
850608328,,,1 score,90x250 mm.,,partitura,
850608329,,,1 score,90x250 mm.,,partitura,
850608330,,,1 score,90x250 mm.,,partitura,
850608331,,,1 score,90x250 mm.,,partitura,
850608332,,[1661-1690],1 score,,,partitura,
850608341,,[1811-1840],,225x330 mm.,,partitura,
850608342,,[1811-1840],,225x330 mm.,,partitura,
850608343,,[1811-1840],,225x330 mm,,partitura,
850608344,,[1811-1840],,225x330 mm.,,partitura,
850608345,,[1811-1840],,225x330 mm,,partitura,
850608346,,[1811-1840],score,220x320 mm.,,partitura,
850608352,,[1811-1840],,230x330 mm.,,partitura,
850608353,,[1811-1840],,230x300 mm.,,partitura,
850608354,,[1811-1840],,220x320 mm.,,partitura,
850608355,,[1811-1840],,225x310 mm.,,partitura,
850608358,,[1811-1840],,230x320 mm.,,partitura,
850608362,,,1 score,218-226x147-158 mm.,,partitura,
850608363,,,1 score,218-226x147-158 mm.,,partitura,
850608364,,,1 score,218-226x147-158 mm.,,partitura,
850608373,,[1801-1900],1 score,1) 225x320 mm; 2) 235x320 mm,,partitura,
850608381,,[1811-1840],,320x230 mm,,partitura,
850608390,,[1791-1800],1 score,230x290 mm,,partitura,
850608438,,[1811-1840],,230x320 mm,,partitura,
850608439,,[1811-1840],1 score,225x315 mm,,partitura,
850608440,,[1811-1840],,220x305 mm,,partitura,
850608441,,[1811-1840],,300x240 mm,,partitura,
850608442,,[1811-1840],1 score,335x240 mm,,partitura,
850608456,,[1811-1840],,235x330 mm,,partitura,
850608457,,[1811-1840],1 score,240x335 mm,,partitura,
850608462,,,1 score,225x300 mm.,,partitura,
850608463,,,1 score,225x300 mm.,,partitura,
850608464,,,1 score,225x300 mm.,,partitura,
850608465,,,1 score,225x300 mm.,,partitura,
850608466,,[1811-1840],,235x300 mm,,partitura,
850608483,,,1 score,90x250 mm.,,partitura,
850608484,,,1 score,90x250 mm.,,partitura,
850608485,,,1 score,90x250 mm.,,partitura,
850608486,,,1 score,90x250 mm.,,partitura,
850608487,,,1 score,90x250 mm.,,partitura,
850608488,,,1 score,90x250 mm.,,partitura,
850608489,,,1 score,90x250 mm.,,partitura,
850608490,,,1 score,90x250 mm.,,partitura,
850608491,,,1 score,90x250 mm.,,partitura,
850608492,,,1 score,90x250 mm.,,partitura,
850608493,,,1 score,90x250 mm.,,partitura,
850608495,,,1 score,90x250 mm.,,partitura,
850608496,,,1 score,90x250 mm.,,partitura,
850608514,,[1801-1900],,235x325 mm.,,partitura,
850608515,,[1801-1900],,235x325 mm.,,partitura,
850608533,,[1811-1840],,225x320 mm,,partitura,
850608594,,[1801-1900],,225x310 mm.,,partitura,
850608622,,[1801-1900],,225x295 mm.,,partitura,
850608635,,[1811-1840],,230x325 mm,,partitura,
850608637,Venezia ,[1661-1690],1 score,90x250 mm. ,,partitura,
850608638,,,1 score,90x250 mm.,,partitura,
850608639,,,1 score,90x250 mm.,,partitura,
850608640,,,1 score,90x250 mm.,,partitura,
850608641,,,1 score,90x250 mm.,,partitura,
850608642,,,1 score,90x250 mm.,,partitura,
850608643,,,1 score,90x250 mm.,,partitura,
850608644,,,1 score,90x250 mm.,,partitura,
850608645,,,1 score,90x250 mm.,,partitura,
850608652,,[1761-1790],,230x325 mm,,partitura,
850608666,,[1811-1840],,240x320 mm.,,partitura,
850608674,,[1811-1840],,220x310 mm,,partitura,
850608680,,[1811-1840],1 score,230x320 mm.,,partitura,
850608681,,[1811-1840],,220x315 mm,,partitura,
850608685,,[1361-1390],,,,partitura,
850608686,,,1 score,218-226x147-158 mm.,,partitura,
850608687,,,1 score,218-226x147-158 mm.,,partitura,
850608688,,,1 score,218-226x147-158 mm.,,partitura,
850608689,,,1 score,218-226x147-158 mm.,,partitura,
850608690,,,1 score,218-226x147-158 mm.,,partitura,
850608755,,[1801-1900],1 score,230x300 mm.,,partitura,
850608762,,[1801-1900],,230x320 mm.,,partitura,
850608767,,,1 score,240x335 mm.,,partitura,
850608768,,,1 score,240x335 mm.,,partitura,
850608769,,,1 score,240x335 mm.,,partitura,
850608770,,,1 score,240x335 mm.,,partitura,
850608772,,[1801-1900],,245x340 mm.,,partitura,
850608773,,[1801-1900],1 score,240x330 mm.,,partitura,
850608802,,[1811-1840],1 score,240x330 mm.,,partitura,
850608805,,,1 score,90x250 mm.,,partitura,
850608806,,,1 score,90x250 mm.,,partitura,
850608822,,28 agosto del 1834,,235x315 mm,,partitura,
850608832,,[1811-1840],,235x320 mm.,,partitura,
850608858,,[1791-1800],1 score,1) 230x325 mm; 2) 225x310 mm,,partitura,
850608859,,12 dicembre del 1844,,235x325 mm,,partitura,
850608916,,[1801-1900],,235x330 mm,,partitura,
850608917,,[1811-1840],1 score,235x320 mm,,partitura,
850608922,,[1701-1800],,240x320 mm.,,partitura,
850608931,,[1801-1900],1 score,240x345 mm,,partitura,
850608958,,[1811-1840],1 score,220x310 mm.,,partitura,
850608959,,[1701-1800],,215x280 mm,,partitura,
850608961,,[1811-1840],1 score,230x320 mm,,partitura,
850608963,,[1801-1900],,235x330 mm,,partitura,
850608964,,[1801-1900],,335x240 mm,,partitura,
850608968,,[1841-1860],1 score,,,partitura,
850608975,,1836,1 score,230x320 mm,,partitura,
850608978,,[1811-1840],,225x315 mm.,,partitura,
850608982,,[1811-1840],score,,,partitura,
850608986,,,1 score,225x320 mm.,,partitura,
850608987,,,1 score,225x320 mm.,,partitura,
850608988,,,1 score,225x320 mm.,,partitura,
850608989,,,1 score,225x320 mm.,,partitura,
850608990,,,1 score,225x320 mm.,,partitura,
850608991,,,1 score,225x320 mm.,,partitura,
850608992,,,1 score,225x320 mm.,,partitura,
850608993,,,1 score,225x320 mm.,,partitura,
850608994,,,1 score,225x320 mm.,,partitura,
850608995,,,1 score,225x320 mm.,,partitura,
850608996,,,1 score,225x320 mm.,,partitura,
850608997,,[1761-1790],,225x295 mm.,,partitura,
850609002,,[1791-1810],1 score,230x320 mm.,,partitura,
850609003,,[1791-1800],1 score,235x320 mm,,partitura,
850609004,,[1791-1810],,220x320 mm.,,partitura,
850609005,,[1761-1790],1 score,235x315 mm.,,partitura,
850609017,,[1841-1860],,230x295 mm,,partitura,
850609068,,[1811-1840],,235x330 mm.,,partitura,
850609074,,[1811-1840],,235x325 mm.,,partitura,
850609075,,[1811-1840],,235x325 mm.,,partitura,
850609076,,[1801-1900],,240x320 mm,,partitura,
850609078,,[1801-1900],,225x300 mm,,partitura,
850609095,,[1811-1840],,220x315 mm,,partitura,
850609112,,[1701-1800],1 score,145x220 mm,,partitura,
850609113,,[1701-1800],,230x320 mm.,,partitura,
850609116,,[1711-1740],,,,partitura,
850609120,,[1841-1860],1 score,235x310 mm,,partitura,
850609126,,[1841-1860],1 score,,,partitura,
850609127,,[1801-1900],,445x300 mm,,partitura,
850609130,,[1811-1840],,,,partitura,
850609131,,[1811-1840],,230x335 mm,,partitura,
850609132,,[1811-1840],,230x325 mm.,,partitura,
850609133,,[1811-1840],,320x230 mm.,,partitura,
850609135,,[1811-1840],1 score,,,partitura,
850609137,,[1811-1840],,240x325 mm,,partitura,
850609141,,[1811-1840],1 score,225x310 mm.,,partitura,
850609142,,[1811-1840],,225x310 mm,,partitura,
850609149,,,1 score,225x320 mm.,,partitura,
850609151,,[1811-1840],,230x320 mm.,,partitura,
850609152,,[1761-1790],1 score,235x330 mm.,,partitura,
850609153,,[1811-1840],,225x310 mm.,,partitura,
850609155,,[1811-1840],,225x295 mm,,partitura,
850609157,Ferrara ,maggio del 1813,,235x315 mm,,partitura,
850609158,Mantova,agosto del 1829,,225x305 mm,,partitura,
850609173,,[1791-1800],1 score,230x290 mm,,partitura,
850609221,,[1811-1840],1 score,225x305 mm,,partitura,
850609248,,[1801-1900],,240x335 mm,,partitura,
850609261,,[1791-1810],,225x310 mm.,,partitura,
850609280,,[1811-1840],,220x310 mm,,partitura,
850609281,,1851,1 score,365x245 mm ,,partitura,
850609282,,[1811-1840],1 score,315x220 mm,,partitura,
850609286,,[1841-1860],,370x280 mm,,partitura,
850609298,,[1811-1840],,220x315 mm.,,partitura,
850609299,,[1811-1840],,220x315 mm.,,partitura,
850609302,,[1811-1840],score,220x310 mm.,,partitura,
850609303,,[1811-1840],,220x310 mm.,,partitura,
850609307,,[1841-1860],1 score,225x320 mm,,partitura,
850609309,,[1801-1900],,230x325 mm,,partitura,
850609312,,[1701-1800],,220x320 mm.,,partitura,
850609327,,[1811-1840],1 score,220x300 mm,,partitura,
850609399,,1857 circa,,235x305 mm.,,partitura,
850609400,,[1701-1800],,245x320 mm,,partitura,
850609404,,,1 score,165x225 mm.,,partitura,
850609405,,,1 score,165x225 mm.,,partitura,
850609406,,,1 score,165x225 mm.,,partitura,
850609407,,,1 score,165x225 mm.,,partitura,
850609408,,,1 score,165x225 mm.,,partitura,
850609409,,,1 score,165x225 mm.,,partitura,
850609420,,[1811-1840],1 score,240x330 mm.,,partitura,
850609421,,[1811-1840],,,,partitura,
850609423,,[1811-1840],,225x320 mm,,partitura,
850609447,,[1811-1840],,225x310 mm.,,partitura,
850609448,,[1811-1840],,235x335 mm,,partitura,
850609449,,[1811-1840],,220x310 mm,,partitura,
850609452,,[1811-1840],,235x330 mm,,partitura,
850609453,,[1811-1840],,225x320 mm.,,partitura,
850609454,,[1811-1840],score,230x325 mm,,partitura,
850609456,,[1811-1840],,,,partitura,
850609457,,[1811-1840],1 score,225x315 mm.,,partitura,
850609458,,[1811-1840],,230x325 mm.,,partitura,
850609461,,[1811-1840],,225x320 mm.,,partitura,
850609462,,06 agosto del 1843,,235x320 mm,,partitura,
850609471,,[1841-1860],score,240x320 mm.,,partitura,
850609532,,[1701-1800],,220x260 mm,,partitura,
850609533,,[1811-1840],1 score,230x315 mm,,partitura,
850609539,,[1801-1900],,245x325 mm.,,partitura,
850609556,,[1801-1900],,235x320 mm.,,partitura,
850609558,,[1811-1840],,230x335 mm,,partitura,
850609559,,[1811-1840],,245x340 mm,,partitura,
850609561,,[1801-1900],,235x330 mm.,,partitura,
850609562,,,1 score,165x225 mm.,,partitura,
850609563,,,1 score,165x225 mm.,,partitura,
850609564,,,1 score,165x225 mm.,,partitura,
850609565,,,1 score,165x225 mm.,,partitura,
850609566,,,1 score,165x225 mm.,,partitura,
850609567,,,1 score,165x225 mm,,partitura,
850609568,,,1 score,165x225 mm.,,partitura,
850609569,,,1 score,165x225 mm.,,partitura,
850609570,,,1 score,165x225 mm.,,partitura,
850609571,,,1 score,165x225 mm.,,partitura,
850609574,,[1811-1840],,,,partitura,
850609588,,[1811-1840],,,,partitura,
850609589,,[1811-1840],,235x330 mm.,,partitura,
850609590,,[1811-1840],score,230x320 mm.,,partitura,
850609591,,[1811-1840],,225x315 mm.,,partitura,
850609592,,[1761-1790],1 score,230x295 mm.,,partitura,
850609595,,[1811-1840],,,,partitura,
850609596,,[1811-1840],,,,partitura,
850609597,,[1811-1840],,,,partitura,
850609603,,[1811-1840],,230x315 mm,,partitura,
850609606,,[1791-1810],,235x335 mm.,,partitura,
850609607,,[1841-1860],,240x335 mm,,partitura,
850609608,,,1 score,240x335 mm.,,partitura,
850609609,,,1 score,240x335 mm.,,partitura,
850609611,,[1761-1790],,,,partitura,
850609612,,,1 score,230x315 mm.,,partitura,
850609614,,[1761-1790],,215x290 mm,,partitura,
850609616,,,1 score,220x310 mm.,,partitura,
850609617,,,1 score,220x310 mm.,,partitura,
850609618,,,1 score,220x310 mm.,,partitura,
850609623,,[1811-1840],,235x335 mm.,,partitura,
850609624,,[1811-1840],,230x330 mm.,,partitura,
850609625,,[1811-1840],,235x330 mm.,,partitura,
850609626,,[1811-1840],,230x330 mm.,,partitura,
850609627,,[1811-1840],1 score,230x285 mm.,,partitura,
850609632,,[1791-1810],,225x310 mm.,,partitura,
